Date,Product,City,Quantity,Price per Unit ($),Total Price ($),Payment Method,Discount ($),Final Price ($)
2023-10-09,Monitor,Phoenix,13,79.56,1034.28,Debit Card,133.91,900.37
2023-01-31,Keyboard,Phoenix,1,1395.12,1395.12,Bank Transfer,250.13,1144.99
2023-10-05,Smartphone,Chicago,8,1780.75,14246.0,Credit Card,1410.68,12835.32
2023-10-09,Mouse,Phoenix,9,619.24,5573.16,Online Payment,373.31,5199.85
2023-05-22,Laptop,Phoenix,20,665.92,13318.4,Cash,1054.38,12264.02
2023-10-31,Smartphone,Los Angeles,7,139.38,975.66,Debit Card,174.66,801.0
2023-10-02,Laptop,New York,11,557.38,6131.18,Cash,230.73,5900.45
2023-11-08,Laptop,Chicago,11,172.34,1895.74,Bank Transfer,515.21,1380.53
2023-02-21,Smartphone,Chicago,4,1654.66,6618.64,Cash,828.95,5789.69
2023-06-27,Mouse,Chicago,3,1055.66,3166.98,Online Payment,622.21,2544.77
2023-12-01,Tablet,Houston,7,39.75,278.25,Bank Transfer,32.33,245.92
2023-11-02,Laptop,Chicago,6,144.25,865.5,Bank Transfer,202.1,663.4
2023-04-05,Smartphone,Phoenix,8,227.36,1818.88,Online Payment,57.95,1760.93
2023-03-28,Smartphone,Chicago,15,1579.44,23691.6,Debit Card,4351.8,19339.8
2023-01-20,Smartphone,Los Angeles,6,321.35,1928.1,Credit Card,555.95,1372.15
2023-08-10,Keyboard,Phoenix,1,978.94,978.94,Debit Card,47.11,931.83
2023-07-05,Headphones,New York,7,249.54,1746.78,Credit Card,152.38,1594.4
2023-01-27,Headphones,Chicago,13,686.76,8927.88,Online Payment,111.56,8816.32
2023-01-16,Mouse,Houston,18,1821.36,32784.48,Debit Card,1573.29,31211.19
2023-01-11,Laptop,Chicago,3,282.71,848.13,Credit Card,71.71,776.42
2023-08-30,Laptop,Los Angeles,16,529.09,8465.44,Online Payment,410.81,8054.63
2023-08-24,Smartphone,Los Angeles,7,1747.42,12231.94,Online Payment,2387.95,9843.99
2023-03-07,Mouse,Houston,1,278.71,278.71,Online Payment,15.38,263.33
2023-12-08,Smartphone,Phoenix,10,946.2,9462.0,Online Payment,2706.46,6755.54
2023-09-05,Mouse,Los Angeles,12,1551.76,18621.12,Debit Card,1441.27,17179.85
2023-01-23,Smartphone,Los Angeles,11,1500.16,16501.76,Cash,1604.62,14897.14
2023-05-16,Keyboard,Los Angeles,17,896.42,15239.14,Cash,2420.78,12818.36
2023-09-24,Mouse,Chicago,13,768.39,9989.07,Cash,1232.03,8757.04
2023-01-19,Smartphone,Chicago,19,239.72,4554.68,Credit Card,594.8,3959.88
2023-02-26,Tablet,Phoenix,14,179.84,2517.76,Bank Transfer,596.41,1921.35
2023-03-26,Laptop,New York,4,922.25,3689.0,Debit Card,500.02,3188.98
2023-03-03,Smartphone,Houston,7,1222.9,8560.3,Online Payment,2497.8,6062.5
2023-09-11,Tablet,Houston,4,1063.48,4253.92,Online Payment,226.69,4027.23
2023-09-03,Laptop,Houston,13,75.44,980.72,Online Payment,246.39,734.33
2023-01-17,Keyboard,Chicago,6,704.65,4227.9,Cash,709.55,3518.35
2023-06-17,Headphones,New York,5,937.06,4685.3,Online Payment,607.5,4077.8
2023-07-28,Laptop,Chicago,11,924.07,10164.77,Bank Transfer,2483.65,7681.12
2023-06-07,Keyboard,Houston,12,363.45,4361.4,Online Payment,908.57,3452.83
2023-11-03,Laptop,Phoenix,10,728.66,7286.6,Credit Card,2076.56,5210.04
2023-01-06,Monitor,Chicago,4,215.06,860.24,Debit Card,38.95,821.29
2023-09-12,Laptop,New York,16,707.09,11313.44,Online Payment,769.91,10543.53
2023-02-26,Mouse,Los Angeles,14,1289.07,18046.98,Debit Card,1658.4,16388.58
2023-06-27,Keyboard,New York,12,28.77,345.24,Debit Card,45.07,300.17
2023-08-01,Keyboard,Chicago,19,1702.48,32347.12,Bank Transfer,1226.82,31120.3
2023-03-04,Laptop,Los Angeles,4,141.65,566.6,Cash,45.46,521.14
2023-08-03,Laptop,Los Angeles,11,1964.49,21609.39,Credit Card,2822.56,18786.83
2023-06-20,Mouse,Phoenix,14,175.57,2457.98,Bank Transfer,114.91,2343.07
2023-06-24,Keyboard,Los Angeles,8,1441.43,11531.44,Debit Card,2728.53,8802.91
2023-07-22,Mouse,Phoenix,13,1046.76,13607.88,Cash,542.74,13065.14
2023-12-08,Monitor,Phoenix,11,1171.56,12887.16,Online Payment,1595.26,11291.9
2023-02-18,Monitor,New York,13,554.67,7210.71,Bank Transfer,1564.25,5646.46
2023-01-28,Laptop,New York,5,34.04,170.2,Cash,30.06,140.14
2023-07-19,Smartphone,Chicago,5,1583.68,7918.4,Credit Card,1131.42,6786.98
2023-01-24,Keyboard,Phoenix,6,62.35,374.1,Credit Card,35.73,338.37
2023-12-16,Headphones,New York,7,677.06,4739.42,Bank Transfer,275.99,4463.43
2023-11-12,Mouse,Los Angeles,9,191.61,1724.49,Cash,229.29,1495.2
2023-02-07,Keyboard,New York,6,597.68,3586.08,Bank Transfer,171.72,3414.36
2023-05-13,Tablet,New York,1,183.23,183.23,Credit Card,20.33,162.9
2023-09-25,Keyboard,Phoenix,11,533.47,5868.17,Bank Transfer,1221.11,4647.06
2023-01-18,Headphones,Los Angeles,3,1875.03,5625.09,Cash,1396.25,4228.84
2023-02-11,Smartphone,Phoenix,7,494.29,3460.03,Debit Card,367.75,3092.28
2023-12-29,Smartphone,Chicago,10,900.28,9002.8,Bank Transfer,38.12,8964.68
2023-02-12,Monitor,Los Angeles,7,1961.98,13733.86,Cash,218.92,13514.94
2023-04-29,Laptop,Houston,16,693.4,11094.4,Cash,3051.41,8042.99
2023-11-08,Mouse,Houston,18,1547.81,27860.58,Online Payment,1235.22,26625.36
2023-11-12,Keyboard,Phoenix,20,1874.93,37498.6,Cash,3009.77,34488.83
2023-05-31,Mouse,Chicago,18,1216.6,21898.8,Credit Card,5048.51,16850.29
2023-08-08,Smartphone,Phoenix,20,1032.36,20647.2,Online Payment,5502.31,15144.89
2023-12-26,Monitor,New York,14,1017.16,14240.24,Credit Card,100.14,14140.1
2023-02-10,Mouse,Los Angeles,12,1510.16,18121.92,Online Payment,1957.28,16164.64
2023-10-22,Laptop,New York,4,647.78,2591.12,Credit Card,721.69,1869.43
2023-01-11,Smartphone,Phoenix,12,1243.51,14922.12,Online Payment,3428.55,11493.57
2023-07-25,Tablet,New York,14,1916.87,26836.18,Online Payment,3339.33,23496.85
2023-05-31,Headphones,Houston,12,1308.38,15700.56,Bank Transfer,4371.99,11328.57
2023-09-16,Keyboard,Los Angeles,4,1831.6,7326.4,Bank Transfer,1628.15,5698.25
2023-07-11,Smartphone,Phoenix,20,26.23,524.6,Cash,27.12,497.48
2023-10-16,Laptop,New York,7,1433.32,10033.24,Online Payment,933.18,9100.06
2023-05-30,Monitor,New York,16,1867.49,29879.84,Online Payment,7723.21,22156.63
2023-08-16,Tablet,New York,7,829.04,5803.28,Cash,319.89,5483.39
2023-03-22,Keyboard,Los Angeles,8,1368.57,10948.56,Bank Transfer,1163.65,9784.91
2023-02-18,Headphones,Phoenix,17,1605.89,27300.13,Online Payment,7348.2,19951.93
2023-08-03,Monitor,Houston,15,627.41,9411.15,Credit Card,2099.34,7311.81
2023-09-05,Tablet,Chicago,20,1538.4,30768.0,Cash,6043.78,24724.22
2023-08-08,Laptop,Houston,5,1045.79,5228.95,Bank Transfer,823.57,4405.38
2023-12-19,Smartphone,Los Angeles,5,1886.88,9434.4,Online Payment,598.28,8836.12
2023-10-30,Laptop,New York,3,1302.15,3906.45,Bank Transfer,719.57,3186.88
2023-01-15,Headphones,Houston,9,1056.82,9511.38,Credit Card,668.34,8843.04
2023-02-20,Laptop,New York,17,1332.74,22656.58,Cash,5217.07,17439.51
2023-06-15,Keyboard,Chicago,8,1543.46,12347.68,Credit Card,3175.27,9172.41
2023-07-16,Laptop,Los Angeles,14,1704.48,23862.72,Bank Transfer,540.56,23322.16
2023-11-15,Laptop,Houston,5,826.1,4130.5,Debit Card,504.76,3625.74
2023-11-27,Monitor,Chicago,6,1384.67,8308.02,Cash,1238.64,7069.38
2023-07-05,Smartphone,Phoenix,13,425.18,5527.34,Cash,1527.4,3999.94
2023-03-23,Mouse,Los Angeles,10,396.18,3961.8,Credit Card,630.65,3331.15
2023-07-02,Keyboard,New York,16,1308.37,20933.92,Online Payment,3310.67,17623.25
2023-09-28,Tablet,Phoenix,4,1137.25,4549.0,Debit Card,493.95,4055.05
2023-01-14,Keyboard,New York,17,1453.61,24711.37,Debit Card,3831.07,20880.3
2023-01-09,Mouse,Chicago,3,688.95,2066.85,Bank Transfer,318.07,1748.78
2023-09-01,Monitor,New York,9,774.05,6966.45,Cash,2083.51,4882.94
2023-03-14,Smartphone,New York,7,1792.82,12549.74,Online Payment,911.61,11638.13
2023-07-06,Keyboard,Phoenix,17,443.22,7534.74,Online Payment,1634.81,5899.93
2023-03-27,Monitor,New York,8,1955.81,15646.48,Debit Card,984.89,14661.59
2023-04-16,Keyboard,Chicago,14,922.69,12917.66,Cash,966.19,11951.47
2023-06-17,Smartphone,Phoenix,1,1807.09,1807.09,Debit Card,101.2,1705.89
2023-03-07,Monitor,Los Angeles,10,1642.02,16420.2,Credit Card,410.84,16009.36
2023-04-22,Smartphone,Los Angeles,4,122.68,490.72,Credit Card,106.48,384.24
2023-01-04,Laptop,Los Angeles,11,468.64,5155.04,Online Payment,1158.45,3996.59
2023-10-22,Mouse,Chicago,20,155.0,3100.0,Credit Card,190.54,2909.46
2023-06-09,Headphones,Chicago,2,1916.47,3832.94,Online Payment,602.27,3230.67
2023-04-27,Keyboard,Phoenix,1,1366.19,1366.19,Debit Card,88.98,1277.21
2023-10-04,Smartphone,Houston,1,657.28,657.28,Credit Card,91.78,565.5
2023-04-01,Mouse,Los Angeles,19,479.56,9111.64,Online Payment,2052.62,7059.02
2023-03-30,Mouse,Chicago,6,184.57,1107.42,Bank Transfer,116.62,990.8
2023-11-06,Headphones,Houston,15,1759.96,26399.4,Bank Transfer,6408.15,19991.25
2023-04-16,Laptop,Los Angeles,17,1817.19,30892.23,Bank Transfer,6940.49,23951.74
2023-11-15,Keyboard,New York,6,921.7,5530.2,Debit Card,1324.16,4206.04
2023-03-08,Keyboard,Houston,4,1528.25,6113.0,Cash,421.72,5691.28
2023-12-10,Mouse,Chicago,2,891.41,1782.82,Online Payment,105.35,1677.47
2023-03-22,Headphones,New York,17,1100.47,18707.99,Bank Transfer,5383.47,13324.52
2023-04-23,Keyboard,Los Angeles,5,916.34,4581.7,Credit Card,1092.67,3489.03
2023-08-26,Smartphone,New York,6,218.74,1312.44,Credit Card,324.27,988.17
2023-11-29,Mouse,New York,4,1915.01,7660.04,Bank Transfer,422.82,7237.22
2023-01-15,Headphones,Chicago,1,1972.61,1972.61,Cash,550.28,1422.33
2023-11-30,Mouse,Chicago,13,1583.44,20584.72,Credit Card,2571.98,18012.74
2023-06-17,Tablet,Houston,12,417.79,5013.48,Bank Transfer,245.62,4767.86
2023-03-06,Headphones,Phoenix,15,1440.54,21608.1,Debit Card,2393.49,19214.61
2023-08-06,Monitor,New York,19,1259.75,23935.25,Credit Card,2433.34,21501.91
2023-07-17,Laptop,Houston,14,1520.31,21284.34,Online Payment,5652.92,15631.42
2023-02-21,Keyboard,Los Angeles,12,1463.78,17565.36,Credit Card,4082.51,13482.85
2023-02-05,Headphones,Phoenix,15,1548.57,23228.55,Cash,6919.6,16308.95
2023-01-31,Headphones,Houston,3,313.73,941.19,Credit Card,35.01,906.18
2023-06-03,Laptop,Houston,1,611.35,611.35,Credit Card,10.67,600.68
2023-10-17,Laptop,Houston,5,245.16,1225.8,Credit Card,87.38,1138.42
2023-04-10,Mouse,New York,16,208.23,3331.68,Bank Transfer,284.06,3047.62
2023-06-26,Keyboard,New York,6,79.39,476.34,Online Payment,72.51,403.83
2023-06-28,Laptop,Chicago,4,42.12,168.48,Debit Card,42.33,126.15
2023-05-28,Keyboard,Phoenix,18,902.34,16242.12,Bank Transfer,2791.78,13450.34
2023-12-03,Laptop,Chicago,9,444.67,4002.03,Credit Card,501.21,3500.82
2023-03-31,Monitor,Chicago,13,145.46,1890.98,Online Payment,167.78,1723.2
2023-04-24,Headphones,New York,19,412.61,7839.59,Bank Transfer,1705.64,6133.95
2023-08-23,Laptop,New York,14,1999.93,27999.02,Bank Transfer,364.62,27634.4
2023-10-17,Mouse,Phoenix,6,1560.11,9360.66,Cash,2700.04,6660.62
2023-04-21,Smartphone,Chicago,13,1480.75,19249.75,Debit Card,1157.13,18092.62
2023-04-06,Laptop,Chicago,8,1827.37,14618.96,Online Payment,124.41,14494.55
2023-10-11,Tablet,New York,14,1731.88,24246.32,Cash,3423.52,20822.8
2023-12-24,Monitor,Chicago,17,61.18,1040.06,Cash,28.96,1011.1
2023-03-03,Laptop,New York,5,90.23,451.15,Debit Card,32.29,418.86
2023-12-22,Tablet,Phoenix,16,84.7,1355.2,Bank Transfer,405.98,949.22
2023-08-28,Laptop,Chicago,15,1431.35,21470.25,Credit Card,4798.53,16671.72
2023-09-08,Keyboard,Houston,16,1715.82,27453.12,Cash,734.62,26718.5
2023-07-23,Mouse,New York,18,1053.99,18971.82,Credit Card,5617.92,13353.9
2023-10-12,Headphones,Houston,13,1939.5,25213.5,Bank Transfer,5403.62,19809.88
2023-09-02,Mouse,Chicago,3,1148.93,3446.79,Cash,555.36,2891.43
2023-07-01,Mouse,Los Angeles,11,743.13,8174.43,Credit Card,151.68,8022.75
2023-09-14,Monitor,Phoenix,6,312.34,1874.04,Online Payment,552.61,1321.43
2023-07-28,Smartphone,Phoenix,2,729.01,1458.02,Debit Card,164.44,1293.58
2023-10-10,Laptop,Houston,14,1524.49,21342.86,Debit Card,2378.49,18964.37
2023-01-10,Keyboard,Houston,9,591.44,5322.96,Credit Card,535.38,4787.58
2023-12-15,Monitor,Houston,8,1290.3,10322.4,Bank Transfer,1884.43,8437.97
2023-04-06,Monitor,Los Angeles,16,890.53,14248.48,Debit Card,3432.56,10815.92
2023-05-25,Tablet,Phoenix,13,1361.21,17695.73,Credit Card,3182.69,14513.04
2023-01-16,Mouse,Houston,2,1850.99,3701.98,Debit Card,397.44,3304.54
2023-01-18,Tablet,Phoenix,2,88.8,177.6,Cash,8.1,169.5
2023-02-20,Smartphone,New York,3,1700.63,5101.89,Cash,1125.58,3976.31
2023-05-30,Tablet,Houston,9,461.98,4157.82,Credit Card,162.19,3995.63
2023-11-28,Smartphone,Los Angeles,11,853.55,9389.05,Debit Card,483.65,8905.4
2023-04-06,Laptop,New York,6,1017.26,6103.56,Debit Card,1525.3,4578.26
2023-03-26,Laptop,Phoenix,15,539.03,8085.45,Online Payment,846.91,7238.54
2023-10-04,Monitor,Houston,19,1426.46,27102.74,Credit Card,4638.23,22464.51
2023-05-23,Laptop,Chicago,19,1845.75,35069.25,Online Payment,5589.72,29479.53
2023-11-16,Tablet,Los Angeles,12,1910.38,22924.56,Credit Card,442.71,22481.85
2023-08-16,Tablet,Los Angeles,4,1644.34,6577.36,Online Payment,1058.92,5518.44
2023-01-11,Smartphone,New York,3,155.47,466.41,Bank Transfer,29.93,436.48
2023-07-09,Monitor,Los Angeles,16,211.75,3388.0,Credit Card,243.55,3144.45
2023-11-30,Keyboard,New York,6,1098.7,6592.2,Bank Transfer,898.81,5693.39
2023-04-24,Headphones,Chicago,16,573.96,9183.36,Credit Card,615.04,8568.32
2023-09-05,Tablet,Los Angeles,5,476.01,2380.05,Debit Card,169.55,2210.5
2023-06-19,Laptop,Houston,19,1982.87,37674.53,Debit Card,1320.96,36353.57
2023-03-18,Keyboard,Los Angeles,9,346.62,3119.58,Online Payment,832.99,2286.59
2023-12-20,Keyboard,Chicago,7,1591.66,11141.62,Debit Card,2848.33,8293.29
2023-08-25,Tablet,New York,10,246.14,2461.4,Bank Transfer,70.53,2390.87
2023-12-26,Smartphone,Phoenix,15,1796.75,26951.25,Cash,1366.2,25585.05
2023-12-09,Tablet,Phoenix,2,1566.85,3133.7,Cash,79.24,3054.46
2023-05-04,Headphones,Houston,16,210.04,3360.64,Credit Card,615.36,2745.28
2023-05-18,Monitor,Chicago,20,1630.8,32616.0,Debit Card,828.62,31787.38
2023-01-18,Laptop,Chicago,14,1488.03,20832.42,Debit Card,1121.91,19710.51
2023-04-20,Tablet,Phoenix,4,1922.89,7691.56,Cash,1914.26,5777.3
2023-06-29,Monitor,Los Angeles,14,1535.9,21502.6,Bank Transfer,4662.74,16839.86
2023-06-24,Laptop,Los Angeles,3,808.14,2424.42,Online Payment,567.64,1856.78
2023-07-16,Keyboard,Chicago,12,1939.34,23272.08,Cash,1369.46,21902.62
2023-01-17,Smartphone,Houston,1,1121.48,1121.48,Debit Card,78.64,1042.84
2023-12-30,Tablet,New York,2,101.26,202.52,Cash,41.11,161.41
2023-01-04,Keyboard,Chicago,8,1824.67,14597.36,Debit Card,1426.55,13170.81
2023-05-16,Monitor,Houston,13,311.48,4049.24,Cash,373.25,3675.99
2023-01-22,Smartphone,Los Angeles,16,1291.88,20670.08,Online Payment,3617.18,17052.9
2023-01-04,Monitor,Phoenix,7,1083.91,7587.37,Bank Transfer,1379.85,6207.52
2023-12-24,Mouse,Houston,11,1227.25,13499.75,Debit Card,1851.9,11647.85
2023-06-07,Keyboard,Los Angeles,7,1516.93,10618.51,Cash,429.4,10189.11
2023-01-29,Laptop,Houston,6,795.92,4775.52,Online Payment,990.67,3784.85
2023-10-06,Headphones,Los Angeles,16,1339.6,21433.6,Online Payment,5614.13,15819.47
2023-01-03,Headphones,Houston,17,1351.19,22970.23,Online Payment,6032.03,16938.2
2023-12-26,Keyboard,Los Angeles,7,71.32,499.24,Credit Card,8.7,490.54
2023-05-07,Laptop,Los Angeles,1,1380.76,1380.76,Online Payment,140.53,1240.23
2023-04-16,Mouse,Los Angeles,8,1296.7,10373.6,Online Payment,1108.47,9265.13
2023-06-28,Monitor,Houston,10,1386.28,13862.8,Cash,431.63,13431.17
2023-12-22,Monitor,Houston,3,1444.22,4332.66,Bank Transfer,112.66,4220.0
2023-01-25,Headphones,New York,5,994.99,4974.95,Credit Card,495.46,4479.49
2023-11-29,Monitor,Chicago,10,1743.77,17437.7,Online Payment,2869.55,14568.15
2023-01-21,Tablet,New York,17,496.5,8440.5,Cash,630.38,7810.12
2023-11-10,Mouse,Chicago,9,1804.05,16236.45,Bank Transfer,1563.14,14673.31
2023-02-03,Mouse,Phoenix,8,551.36,4410.88,Bank Transfer,1153.3,3257.58
2023-07-04,Mouse,Phoenix,13,589.39,7662.07,Credit Card,1429.36,6232.71
2023-12-28,Headphones,Houston,15,488.63,7329.45,Bank Transfer,1816.03,5513.42
2023-12-14,Keyboard,Los Angeles,11,1358.93,14948.23,Cash,824.55,14123.68
2023-12-16,Smartphone,Houston,19,1730.91,32887.29,Online Payment,3674.43,29212.86
2023-02-22,Smartphone,Los Angeles,17,1645.01,27965.17,Cash,7606.78,20358.39
2023-12-14,Mouse,Houston,19,638.06,12123.14,Bank Transfer,702.54,11420.6
2023-06-22,Tablet,New York,16,568.02,9088.32,Online Payment,1133.3,7955.02
2023-02-12,Keyboard,Los Angeles,7,567.24,3970.68,Online Payment,191.62,3779.06
2023-07-02,Headphones,Houston,9,680.56,6125.04,Credit Card,1790.67,4334.37
2023-11-06,Monitor,New York,2,650.93,1301.86,Bank Transfer,98.45,1203.41
2023-08-16,Smartphone,Los Angeles,17,1888.85,32110.45,Debit Card,3812.94,28297.51
2023-08-17,Keyboard,Los Angeles,3,1460.18,4380.54,Online Payment,765.24,3615.3
2023-09-21,Smartphone,Chicago,11,1049.47,11544.17,Cash,1586.44,9957.73
2023-01-26,Headphones,New York,18,149.2,2685.6,Online Payment,120.06,2565.54
2023-09-08,Mouse,Phoenix,18,976.2,17571.6,Credit Card,3559.59,14012.01
2023-06-24,Smartphone,Los Angeles,4,1895.25,7581.0,Bank Transfer,1729.34,5851.66
2023-03-18,Smartphone,Los Angeles,5,1002.48,5012.4,Credit Card,1097.73,3914.67
2023-10-10,Tablet,Houston,2,1062.58,2125.16,Cash,152.4,1972.76
2023-03-02,Laptop,Los Angeles,17,1750.47,29757.99,Debit Card,2492.86,27265.13
2023-10-31,Mouse,Houston,15,169.64,2544.6,Bank Transfer,151.84,2392.76
2023-09-23,Tablet,Houston,11,607.57,6683.27,Bank Transfer,273.95,6409.32
2023-08-06,Smartphone,Chicago,2,1077.83,2155.66,Online Payment,189.95,1965.71
2023-06-12,Headphones,Chicago,1,796.36,796.36,Credit Card,108.26,688.1
2023-01-17,Keyboard,Los Angeles,4,858.53,3434.12,Debit Card,405.27,3028.85
2023-11-09,Mouse,Los Angeles,3,290.17,870.51,Online Payment,114.77,755.74
2023-10-16,Laptop,Phoenix,8,1115.23,8921.84,Debit Card,2235.87,6685.97
2023-02-27,Tablet,Chicago,1,1588.03,1588.03,Debit Card,460.09,1127.94
2023-10-12,Monitor,Houston,19,884.08,16797.52,Credit Card,217.42,16580.1
2023-06-06,Laptop,Houston,4,1103.64,4414.56,Debit Card,1060.57,3353.99
2023-01-14,Headphones,Chicago,14,1599.84,22397.76,Online Payment,5761.48,16636.28
2023-03-15,Tablet,New York,19,1774.33,33712.27,Bank Transfer,2536.56,31175.71
2023-01-02,Monitor,Chicago,13,1657.33,21545.29,Credit Card,6249.23,15296.06
2023-07-08,Smartphone,Los Angeles,13,549.52,7143.76,Cash,1682.4,5461.36
2023-08-07,Mouse,New York,5,829.12,4145.6,Online Payment,1042.19,3103.41
2023-03-30,Headphones,Chicago,17,339.81,5776.77,Credit Card,1272.7,4504.07
2023-09-21,Monitor,Chicago,15,438.73,6580.95,Credit Card,1488.93,5092.02
2023-04-25,Smartphone,Chicago,17,544.98,9264.66,Bank Transfer,331.44,8933.22
2023-12-14,Smartphone,Chicago,5,1707.75,8538.75,Credit Card,1786.77,6751.98
2023-10-19,Laptop,New York,2,602.13,1204.26,Online Payment,356.2,848.06
2023-03-06,Keyboard,Phoenix,16,1979.1,31665.6,Debit Card,314.77,31350.83
2023-05-25,Headphones,Los Angeles,14,1839.56,25753.84,Credit Card,7560.82,18193.02
2023-09-27,Laptop,Chicago,2,897.15,1794.3,Credit Card,383.38,1410.92
2023-01-10,Keyboard,Phoenix,11,1643.72,18080.92,Debit Card,863.64,17217.28
2023-07-28,Smartphone,Phoenix,6,982.59,5895.54,Credit Card,497.86,5397.68
2023-11-08,Keyboard,Houston,9,88.59,797.31,Debit Card,111.21,686.1
2023-01-01,Headphones,Houston,11,670.14,7371.54,Cash,1207.1,6164.44
2023-03-26,Laptop,Houston,15,372.22,5583.3,Credit Card,1132.77,4450.53
2023-10-19,Laptop,Houston,15,269.42,4041.3,Cash,954.53,3086.77
2023-11-27,Mouse,New York,1,1128.37,1128.37,Cash,306.64,821.73
2023-09-18,Monitor,Phoenix,8,206.32,1650.56,Cash,236.19,1414.37
2023-04-16,Keyboard,Chicago,10,80.29,802.9,Bank Transfer,98.93,703.97
2023-01-03,Laptop,Los Angeles,14,501.15,7016.1,Bank Transfer,1567.54,5448.56
2023-07-26,Smartphone,Los Angeles,4,826.42,3305.68,Bank Transfer,777.09,2528.59
2023-01-05,Mouse,New York,1,1473.38,1473.38,Online Payment,303.8,1169.58
2023-04-04,Keyboard,Los Angeles,14,1985.01,27790.14,Bank Transfer,299.44,27490.7
2023-09-21,Smartphone,New York,2,1698.07,3396.14,Cash,683.52,2712.62
2023-08-18,Mouse,Los Angeles,15,1290.0,19350.0,Debit Card,1259.17,18090.83
2023-07-17,Monitor,Houston,11,1506.16,16567.76,Debit Card,2829.21,13738.55
2023-08-04,Keyboard,New York,12,638.35,7660.2,Cash,192.16,7468.04
2023-04-24,Headphones,Phoenix,5,1486.51,7432.55,Online Payment,835.66,6596.89
2023-03-19,Laptop,New York,14,968.94,13565.16,Cash,3264.29,10300.87
2023-10-18,Mouse,New York,2,1737.11,3474.22,Online Payment,477.44,2996.78
2023-05-31,Keyboard,Phoenix,10,1965.22,19652.2,Cash,1760.02,17892.18
2023-05-18,Tablet,New York,5,635.03,3175.15,Cash,28.93,3146.22
2023-11-28,Tablet,Phoenix,18,108.63,1955.34,Online Payment,43.76,1911.58
2023-12-31,Tablet,Chicago,15,186.74,2801.1,Online Payment,550.77,2250.33
2023-09-09,Headphones,Los Angeles,1,92.65,92.65,Cash,9.33,83.32
2023-06-13,Smartphone,Houston,10,1359.62,13596.2,Credit Card,3153.77,10442.43
2023-11-09,Mouse,Chicago,3,334.87,1004.61,Credit Card,287.97,716.64
2023-03-18,Laptop,Phoenix,10,1716.28,17162.8,Credit Card,1363.41,15799.39
2023-11-30,Laptop,New York,9,1801.78,16216.02,Cash,271.65,15944.37
2023-07-10,Monitor,Phoenix,1,618.45,618.45,Cash,179.1,439.35
2023-05-13,Keyboard,Los Angeles,17,918.69,15617.73,Cash,1329.28,14288.45
2023-11-05,Mouse,New York,4,1856.62,7426.48,Cash,789.12,6637.36
2023-02-24,Monitor,New York,6,1241.55,7449.3,Debit Card,1671.05,5778.25
2023-06-17,Headphones,Los Angeles,7,142.08,994.56,Bank Transfer,152.36,842.2
2023-12-02,Smartphone,Houston,13,1624.45,21117.85,Bank Transfer,2892.28,18225.57
2023-08-24,Laptop,Phoenix,1,1634.58,1634.58,Credit Card,222.47,1412.11
2023-07-29,Laptop,Chicago,7,625.92,4381.44,Cash,693.93,3687.51
2023-12-17,Mouse,Houston,7,558.56,3909.92,Cash,132.54,3777.38
2023-10-12,Headphones,New York,2,1751.44,3502.88,Credit Card,225.57,3277.31
2023-11-12,Smartphone,Los Angeles,7,196.58,1376.06,Credit Card,22.63,1353.43
2023-09-18,Monitor,Houston,5,622.65,3113.25,Credit Card,532.71,2580.54
2023-10-11,Mouse,Phoenix,5,1246.66,6233.3,Credit Card,976.51,5256.79
2023-08-26,Mouse,Los Angeles,8,955.27,7642.16,Debit Card,2207.48,5434.68
2023-01-22,Headphones,Chicago,19,943.55,17927.45,Cash,887.56,17039.89
2023-01-01,Monitor,Houston,19,540.95,10278.05,Cash,3065.74,7212.31
2023-05-22,Headphones,New York,9,1514.88,13633.92,Credit Card,2711.82,10922.1
2023-12-23,Laptop,Los Angeles,2,1974.58,3949.16,Bank Transfer,1017.24,2931.92
2023-09-19,Laptop,Chicago,5,982.1,4910.5,Debit Card,384.03,4526.47
2023-03-24,Keyboard,Phoenix,11,508.51,5593.61,Bank Transfer,458.12,5135.49
2023-03-09,Headphones,Los Angeles,3,1745.56,5236.68,Bank Transfer,1386.53,3850.15
2023-03-03,Laptop,Chicago,11,458.02,5038.22,Debit Card,888.69,4149.53
2023-08-26,Laptop,Chicago,9,1612.5,14512.5,Debit Card,2555.91,11956.59
2023-11-28,Tablet,Houston,18,1147.24,20650.32,Online Payment,2792.7,17857.62
2023-05-06,Keyboard,Houston,11,391.11,4302.21,Online Payment,1193.93,3108.28
2023-01-13,Laptop,Los Angeles,15,1537.96,23069.4,Bank Transfer,3086.12,19983.28
2023-09-19,Laptop,Phoenix,2,362.17,724.34,Credit Card,127.99,596.35
2023-05-15,Keyboard,Phoenix,11,854.95,9404.45,Cash,1068.53,8335.92
2023-12-05,Tablet,Houston,8,1502.59,12020.72,Cash,904.58,11116.14
2023-07-14,Headphones,Phoenix,13,48.19,626.47,Credit Card,127.63,498.84
2023-11-16,Monitor,Los Angeles,10,750.64,7506.4,Cash,1555.98,5950.42
2023-05-14,Laptop,Houston,6,1755.45,10532.7,Credit Card,67.71,10464.99
2023-02-21,Mouse,New York,13,1840.83,23930.79,Credit Card,3411.07,20519.72
2023-09-29,Monitor,New York,12,1048.38,12580.56,Credit Card,758.31,11822.25
2023-12-14,Laptop,Los Angeles,12,513.98,6167.76,Bank Transfer,1089.67,5078.09
